[03 sep 21:52:03] CREATE:ItemAuction, item 268437784:Improved Ring of Queen Ant(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437785:Lava Saw(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437786:Refined Black Feather Mask(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437787:Vigwik Axe(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437788:Green Soul Crystal - Stage 15(1)
[03 sep 21:52:03] CREATE:ItemAuction, item 268437789:Vigwik Axe(1)
[03 sep 21:58:46] CREATE:Hellbound Map, item 268483949:Map of Hellbound(1), L2PcInstance:Kira[268481600], L2PcInstance:Kira[268481600]
[21 sep 17:17:07] CREATE:Multisell, item 268483813:Top-grade Magic Ornament Mithril Belt - PvP Skill Attack(1), L2PcInstance:caca[268482371]
[21 sep 17:17:17] CHANGE:Multisell, item 268483645:Donation Coin(2811248), PrevCount(2811258), L2PcInstance:caca[268482371]
[21 sep 17:17:17] CREATE:Multisell, item 268483814:Cloak of Frintezza(1), L2PcInstance:caca[268482371]
[21 sep 17:17:23] CHANGE:Multisell, item 268483645:Donation Coin(2811238), PrevCount(2811248), L2PcInstance:caca[268482371]
[21 sep 17:17:23] CREATE:Multisell, item 268483815:Striped Mithril Shirt - MP(1), L2PcInstance:caca[268482371]
[21 sep 17:18:21] CHANGE:Multisell, item 268483754:Festival Adena(22951646), PrevCount(22956646), L2PcInstance:caca[268482371]
[21 sep 17:18:21] CREATE:Multisell, item 268483817:Tawny-Maned Lion Mount Bracelet(1), L2PcInstance:caca[268482371]
[21 sep 17:18:58] CHANGE:Multisell, item 268483754:Festival Adena(22936646), PrevCount(22951646), L2PcInstance:caca[268482371]
[21 sep 17:18:58] CREATE:Multisell, item 268483825:Enhanced Mithril Bracelet(1), L2PcInstance:caca[268482371]
[21 sep 17:21:09] CHANGE:Scheme system, item 268482372:Adena(10450147845), PrevCount(10450152145), L2PcInstance:caca[268482371], L2PcInstance:caca[268482371]
[22 sep 17:12:10] CHANGE:CH_function_fee, item 268482518:Adena(2147478481), PrevCount(2147483647)
[22 sep 17:12:10] CHANGE:CH_function_fee, item 268482518:Adena(2147114481), PrevCount(2147478481)
[22 sep 17:12:10] CHANGE:CH_function_fee, item 268482518:Adena(2147094481), PrevCount(2147114481)
[22 sep 17:12:10] CHANGE:CH_function_fee, item 268482518:Adena(2147064481), PrevCount(2147094481)
[22 sep 17:12:10] CHANGE:CH_function_fee, item 268482518:Adena(2146924481), PrevCount(2147064481)
[22 sep 17:12:12] CREATE:ItemAuction, item 268437784:Elegia Circlet(1)
[22 sep 17:12:12] CREATE:ItemAuction, item 268437785:Improved Great Spear(1)
[22 sep 17:12:12] CREATE:ItemAuction, item 268437786:Periel Sword(1)
[22 sep 17:12:12] CREATE:ItemAuction, item 268437787:Refined Chick Hat(1)
[22 sep 17:16:27] CREATE:ItemAuction, item 268437784:Elegia Circlet(1)
[22 sep 17:16:27] CREATE:ItemAuction, item 268437785:Improved Great Spear(1)
[22 sep 17:16:27] CREATE:ItemAuction, item 268437786:Periel Sword(1)
[22 sep 17:16:27] CREATE:ItemAuction, item 268437787:Refined Chick Hat(1)
[22 sep 18:28:26] CREATE:ItemAuction, item 268437784:Elegia Circlet(1)
[22 sep 18:28:26] CREATE:ItemAuction, item 268437785:Improved Great Spear(1)
[22 sep 18:28:26] CREATE:ItemAuction, item 268437786:Periel Sword(1)
[22 sep 18:28:26] CREATE:ItemAuction, item 268437787:Refined Chick Hat(1)
[22 sep 18:39:46] CREATE:Loot, item 268481362:Festival Adena(1269475), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477431]
[22 sep 18:39:46] CREATE:Loot, item 268481363:Gold Knight(1474206), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477440]
[22 sep 18:39:46] CREATE:Loot, item 268481364:Festival Adena(1487340), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477441]
[22 sep 18:39:46] CREATE:Loot, item 268481365:Adena(4250106), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477442]
[22 sep 18:39:46] CREATE:Loot, item 268481366:Donation Coin(1411900), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477443]
[22 sep 18:39:46] CREATE:Loot, item 268481367:Donation Coin(1259042), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477444]
[22 sep 18:39:46] CREATE:Loot, item 268481368:Adena(312241), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477445]
[22 sep 18:39:46] CREATE:Loot, item 268481369:Festival Adena(11045134), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477446]
[22 sep 18:39:46] CREATE:Loot, item 268481370:Gold Knight(1399555), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477447]
[22 sep 18:39:46] CREATE:Loot, item 268481371:Gold Knight(1364038), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477448]
[22 sep 18:39:46] CREATE:Loot, item 268481372:Adena(3817749), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477449]
[22 sep 18:39:46] CREATE:Loot, item 268481373:Festival Adena(1338774), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477450]
[22 sep 18:39:46] CREATE:Loot, item 268481374:Gold Knight(1256611), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477451]
[22 sep 18:39:46] CREATE:Loot, item 268481375:Donation Coin(1241889), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477452]
[22 sep 18:39:46] CREATE:Loot, item 268481376:Gold Knight(1566154), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477428]
[22 sep 18:39:46] CREATE:Loot, item 268481377:Adena(481255), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477429]
[22 sep 18:39:46] CREATE:Loot, item 268481378:Gold Knight(1536558), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477430]
[22 sep 18:39:46] CREATE:Loot, item 268481379:Donation Coin(1465580), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477432]
[22 sep 18:39:46] CREATE:Loot, item 268481380:Adena(219144), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477433]
[22 sep 18:39:46] CREATE:Loot, item 268481381:Gold Knight(1372667), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477434]
[22 sep 18:39:46] CREATE:Loot, item 268481382:Gold Knight(1507513), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477435]
[22 sep 18:39:46] CREATE:Loot, item 268481383:Donation Coin(1262428), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477436]
[22 sep 18:39:46] CREATE:Loot, item 268481384:Festival Adena(1388796), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477437]
[22 sep 18:39:46] CREATE:Loot, item 268481385:Gold Knight(1240586), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477438]
[22 sep 18:39:46] CREATE:Loot, item 268481386:Adena(417971), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268477439]
[22 sep 18:44:47] CREATE:Buy, item 268481447:Vesper Dual Daggers {PvP}(1), L2PcInstance:Kira[268481216]
[22 sep 18:46:06] DELETE:Crystalize, item 268481697:+65535 Butcher Blades - Confusion {PvP}(0), PrevCount(1), L2PcInstance:Kira[268481216]
[22 sep 18:46:06] CREATE:Crystalize, item 268481456:Crystal (S-Grade)(32772595), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:50] CHANGE:Multisell, item 268482797:Donation Coin(132857388), PrevCount(132857400), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:50] CREATE:Multisell, item 268481458:Elegia Ring(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:52] CHANGE:Multisell, item 268482797:Donation Coin(132857376), PrevCount(132857388), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:52] CREATE:Multisell, item 268481459:Elegia Ring(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:55] CHANGE:Multisell, item 268482797:Donation Coin(132857364), PrevCount(132857376), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:55] CREATE:Multisell, item 268481460:Elegia Earring(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:57] CHANGE:Multisell, item 268482797:Donation Coin(132857352), PrevCount(132857364), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:46:57] CREATE:Multisell, item 268481461:Elegia Earring(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:00] CHANGE:Multisell, item 268482797:Donation Coin(132857340), PrevCount(132857352), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:00] CREATE:Multisell, item 268481464:Elegia Necklace(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:19] CHANGE:Clan donate, item 268481222:Adena(99899990970), PrevCount(99899991000), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:43] CHANGE:Multisell, item 268482797:Donation Coin(132857330), PrevCount(132857340), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:43] CREATE:Multisell, item 268481484:Top-grade Magic Ornament Mithril Belt - PvP Physical Attack(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:52] CHANGE:Multisell, item 268482797:Donation Coin(132857320), PrevCount(132857330), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:47:52] CREATE:Multisell, item 268481485:Striped Mithril Shirt - HP(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:48:01] CHANGE:Multisell, item 268482797:Donation Coin(132857310), PrevCount(132857320), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:48:01] CREATE:Multisell, item 268481486:Cloak of Zaken(1), L2PcInstance:Kira[268481216], L2PcInstance:Kira[268481216]
[22 sep 18:49:26] CREATE:Loot, item 268481518:Gold Knight(1341474), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481389]
[22 sep 18:49:26] CREATE:Loot, item 268481519:Adena(171558), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481387]
[22 sep 18:49:26] CREATE:Loot, item 268481520:Gold Knight(1543291), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481390]
[22 sep 18:49:26] CREATE:Loot, item 268481521:Donation Coin(1265076), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481391]
[22 sep 18:49:26] CREATE:Loot, item 268481522:Festival Adena(1249444), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481392]
[22 sep 18:49:26] CREATE:Loot, item 268481523:Adena(672561), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481393]
[22 sep 18:49:26] CREATE:Loot, item 268481524:Festival Adena(1482790), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481394]
[22 sep 18:49:26] CREATE:Loot, item 268481525:Gold Knight(1463355), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481395]
[22 sep 18:49:26] CREATE:Loot, item 268481526:Donation Coin(1417656), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481396]
[22 sep 18:49:26] CREATE:Loot, item 268481527:Gold Knight(1561189), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481397]
[22 sep 18:49:26] CREATE:Loot, item 268481528:Gold Knight(1353423), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481398]
[22 sep 18:49:26] CREATE:Loot, item 268481529:Adena(990048), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481399]
[22 sep 18:49:26] CREATE:Loot, item 268481530:Adena(367895), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481400]
[22 sep 18:49:26] CREATE:Loot, item 268481531:Adena(273189), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481401]
[22 sep 18:49:26] CREATE:Loot, item 268481532:Adena(4500104), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481402]
[22 sep 18:49:26] CREATE:Loot, item 268481533:Gold Knight(1461979), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481403]
[22 sep 18:49:26] CREATE:Loot, item 268481534:Festival Adena(1426910), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481404]
[22 sep 18:49:26] CREATE:Loot, item 268481535:Gold Knight(1467493), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481405]
[22 sep 18:49:26] CREATE:Loot, item 268481536:Adena(419069), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481406]
[22 sep 18:49:26] CREATE:Loot, item 268481537:Donation Coin(1465033), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481407]
[22 sep 18:49:26] CREATE:Loot, item 268481538:Festival Adena(1322355), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481408]
[22 sep 18:49:26] CREATE:Loot, item 268481539:Festival Adena(1282460), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481409]
[22 sep 18:49:26] CREATE:Loot, item 268481540:Adena(518243), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481410]
[22 sep 18:49:26] CREATE:Loot, item 268481541:Adena(498721), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481411]
[22 sep 18:49:26] CREATE:Loot, item 268481542:Adena(725196), L2PcInstance:Kira[268481216], L2MonsterInstance:Raging Bunny(156)[268481412]
[22 sep 18:49:33] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99899990970), L2PcInstance:Kira[268481216]
[22 sep 18:49:33] DELETE:Pickup, item 268481540:Adena(0), PrevCount(518243), L2PcInstance:Kira[268481216]
[22 sep 18:49:33] SETOWNER:Pickup, item 268481518:Gold Knight(1341474), L2PcInstance:Kira[268481216]
[22 sep 18:49:34] CHANGE:Pickup, item 268481518:Gold Knight(2878032), PrevCount(1341474), L2PcInstance:Kira[268481216]
[22 sep 18:49:34] DELETE:Pickup, item 268481378:Gold Knight(0), PrevCount(1536558), L2PcInstance:Kira[268481216]
[22 sep 18:49:34] CHANGE:Pickup, item 268481518:Gold Knight(4439221), PrevCount(2878032), L2PcInstance:Kira[268481216]
[22 sep 18:49:34] DELETE:Pickup, item 268481527:Gold Knight(0), PrevCount(1561189), L2PcInstance:Kira[268481216]
[22 sep 18:49:35] CHANGE:Pickup, item 268481518:Gold Knight(5838776), PrevCount(4439221), L2PcInstance:Kira[268481216]
[22 sep 18:49:35] DELETE:Pickup, item 268481370:Gold Knight(0), PrevCount(1399555), L2PcInstance:Kira[268481216]
[22 sep 18:49:35] CHANGE:Pickup, item 268482797:Donation Coin(134122386), PrevCount(132857310), L2PcInstance:Kira[268481216]
[22 sep 18:49:35] DELETE:Pickup, item 268481521:Donation Coin(0), PrevCount(1265076), L2PcInstance:Kira[268481216]
[22 sep 18:49:36] CHANGE:Pickup, item 268481518:Gold Knight(7300755), PrevCount(5838776), L2PcInstance:Kira[268481216]
[22 sep 18:49:36] DELETE:Pickup, item 268481533:Gold Knight(0), PrevCount(1461979), L2PcInstance:Kira[268481216]
[22 sep 18:49:37] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:37] DELETE:Pickup, item 268481536:Adena(0), PrevCount(419069), L2PcInstance:Kira[268481216]
[22 sep 18:49:37] CHANGE:Pickup, item 268481518:Gold Knight(8541341), PrevCount(7300755), L2PcInstance:Kira[268481216]
[22 sep 18:49:37] DELETE:Pickup, item 268481385:Gold Knight(0), PrevCount(1240586), L2PcInstance:Kira[268481216]
[22 sep 18:49:38] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:38] DELETE:Pickup, item 268481531:Adena(0), PrevCount(273189), L2PcInstance:Kira[268481216]
[22 sep 18:49:38] CHANGE:Pickup, item 268482797:Donation Coin(135381428), PrevCount(134122386), L2PcInstance:Kira[268481216]
[22 sep 18:49:38] DELETE:Pickup, item 268481367:Donation Coin(0), PrevCount(1259042), L2PcInstance:Kira[268481216]
[22 sep 18:49:39] SETOWNER:Pickup, item 268481362:Festival Adena(1269475), L2PcInstance:Kira[268481216]
[22 sep 18:49:39] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:39] DELETE:Pickup, item 268481380:Adena(0), PrevCount(219144), L2PcInstance:Kira[268481216]
[22 sep 18:49:40] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:40] DELETE:Pickup, item 268481368:Adena(0), PrevCount(312241), L2PcInstance:Kira[268481216]
[22 sep 18:49:40] CHANGE:Pickup, item 268481518:Gold Knight(10015547), PrevCount(8541341), L2PcInstance:Kira[268481216]
[22 sep 18:49:40] DELETE:Pickup, item 268481363:Gold Knight(0), PrevCount(1474206), L2PcInstance:Kira[268481216]
[22 sep 18:49:41] CHANGE:Pickup, item 268481362:Festival Adena(2756815), PrevCount(1269475), L2PcInstance:Kira[268481216]
[22 sep 18:49:41] DELETE:Pickup, item 268481364:Festival Adena(0), PrevCount(1487340), L2PcInstance:Kira[268481216]
[22 sep 18:49:41] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:41] DELETE:Pickup, item 268481530:Adena(0), PrevCount(367895), L2PcInstance:Kira[268481216]
[22 sep 18:49:42] CHANGE:Pickup, item 268481362:Festival Adena(13801949), PrevCount(2756815), L2PcInstance:Kira[268481216]
[22 sep 18:49:42] DELETE:Pickup, item 268481369:Festival Adena(0), PrevCount(11045134), L2PcInstance:Kira[268481216]
[22 sep 18:49:42] CHANGE:Pickup, item 268481518:Gold Knight(11478902), PrevCount(10015547), L2PcInstance:Kira[268481216]
[22 sep 18:49:42] DELETE:Pickup, item 268481525:Gold Knight(0), PrevCount(1463355), L2PcInstance:Kira[268481216]
[22 sep 18:49:43] CHANGE:Pickup, item 268481518:Gold Knight(13022193), PrevCount(11478902), L2PcInstance:Kira[268481216]
[22 sep 18:49:43] DELETE:Pickup, item 268481520:Gold Knight(0), PrevCount(1543291), L2PcInstance:Kira[268481216]
[22 sep 18:49:44] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:44] DELETE:Pickup, item 268481519:Adena(0), PrevCount(171558), L2PcInstance:Kira[268481216]
[22 sep 18:49:44] CHANGE:Pickup, item 268481222:Adena(99900000000), PrevCount(99900000000), L2PcInstance:Kira[268481216]
[22 sep 18:49:44] DELETE:Pickup, item 268481542:Adena(0), PrevCount(725196), L2PcInstance:Kira[268481216]
[22 sep 18:49:45] CHANGE:Pickup, item 268481518:Gold Knight(14489686), PrevCount(13022193), L2PcInstance:Kira[268481216]
[22 sep 18:49:45] DELETE:Pickup, item 268481535:Gold Knight(0), PrevCount(1467493), L2PcInstance:Kira[268481216]
[22 sep 18:49:45] CHANGE:Pickup, item 268482797:Donation Coin(136643856), PrevCount(135381428), L2PcInstance:Kira[268481216]
[22 sep 18:49:45] DELETE:Pickup, item 268481383:Donation Coin(0), PrevCount(1262428), L2PcInstance:Kira[268481216]
[22 sep 18:49:46] CHANGE:Pickup, item 268482797:Donation Coin(138055756), PrevCount(136643856), L2PcInstance:Kira[268481216]
[22 sep 18:49:46] DELETE:Pickup, item 268481366:Donation Coin(0), PrevCount(1411900), L2PcInstance:Kira[268481216]
[22 sep 18:49:46] CHANGE:Pickup, item 268481362:Festival Adena(15124304), PrevCount(13801949), L2PcInstance:Kira[268481216]
[22 sep 18:49:46] DELETE:Pickup, item 268481538:Festival Adena(0), PrevCount(1322355), L2PcInstance:Kira[268481216]
[22 sep 18:49:47] CHANGE:Pickup, item 268481362:Festival Adena(16406764), PrevCount(15124304), L2PcInstance:Kira[268481216]
[22 sep 18:49:47] DELETE:Pickup, item 268481539:Festival Adena(0), PrevCount(1282460), L2PcInstance:Kira[268481216]
[22 sep 18:49:47] CHANGE:Pickup, item 268481518:Gold Knight(15853724), PrevCount(14489686), L2PcInstance:Kira[268481216]
[22 sep 18:49:47] DELETE:Pickup, item 268481371:Gold Knight(0), PrevCount(1364038), L2PcInstance:Kira[268481216]
[22 sep 18:49:54] CHANGE:Multisell, item 268481362:Festival Adena(16391764), PrevCount(16406764), L2PcInstance:Kira[268481216]
[22 sep 18:49:54] CREATE:Multisell, item 268481570:Enhanced Mithril Bracelet(1), L2PcInstance:Kira[268481216]
[22 sep 18:50:31] CHANGE:Multisell, item 268481362:Festival Adena(16386764), PrevCount(16391764), L2PcInstance:Kira[268481216]
[22 sep 18:50:31] CREATE:Multisell, item 268481571:Agathion Seal Bracelet - Ball Trapping Gnosian - Soccer Ball of Cheers, Buff of Cheers(1), L2PcInstance:Kira[268481216]
[22 sep 18:52:46] CREATE:Buy, item 268481581:Black Talisman - Vocalization(1), L2PcInstance:Kira[268481216]
[22 sep 18:52:46] CREATE:Buy, item 268481582:Blue Talisman of Wild Magic(1), L2PcInstance:Kira[268481216]
[22 sep 18:52:46] CREATE:Buy, item 268481583:Orange Talisman - Elixir of Life(1), L2PcInstance:Kira[268481216]
[22 sep 18:52:46] CREATE:Buy, item 268481584:Yellow Talisman of Arcane Power(1), L2PcInstance:Kira[268481216]
